gid,scenario,latitude,longitude,demand_ammonia_kg,demand_biofuel_kg,demand_ldv_kg,demand_metals_kg,demand_methanol_kg,demand_mhdv_kg,demand_ng_kg,demand_refining_kg,demand_storage_kg,demand_synfuel_kg,supply_lte_kg,supply_nuclearhte_kg,supply_smr_kg,total_demand_kg,total_supply_kg
504,Current R&D,42.33489836,-122.8446037,0,0,3617171.608,0,0,1607631.826,0,0,0,0,0,0,0,5224803.434,0
505,Current R&D,42.37258701,-71.14208445,0,0,160857901.6,0,0,71492400.71,0,0,0,0,0,0,0,232350302.3,0
506,Current R&D,42.41000144,-88.14333233,0,0,4216587.225,0,0,1874038.766,0,0,0,0,0,0,0,6090625.991,0
507,Current R&D,42.42856926,-123.3233055,0,0,892814.8638,0,0,396806.6061,0,0,0,0,0,0,0,1289621.47,0
508,Current R&D,42.42928472,-95.02694442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Current R&D,42.46169827,-76.48337179,0,0,73384.72617,0,0,32615.43385,0,0,0,0,0,0,0,106000.16,0
510,Current R&D,42.48010727,-73.22011901,0,0,213066.7939,0,0,94696.35286,0,0,0,0,0,0,0,307763.1468,0
511,Current R&D,42.48161485,-96.40035923,188008130.1,203279680.8,291650.4408,0,0,129622.4181,0,0,0,0,0,0,251524976.3,391709083.8,251524976.3
512,Current R&D,42.48960675,-83.22772995,0,120992290.4,86506546.84,0,0,38447354.15,0,55471948.14,0,0,0,0,3725017.718,301418139.6,3725017.718
513,Current R&D,42.49529972,-92.38338914,0,0,321503.0195,0,0,142890.2309,0,0,0,0,0,0,0,464393.2504,0
514,Current R&D,42.50456523,-90.69257095,50813008.13,101639840.4,111364.0797,0,0,49495.14655,0,0,0,0,0,0,67392445.77,152613707.8,67392445.77
515,Current R&D,42.51004252,-89.0264932,0,0,210181.7162,0,0,93414.09607,0,0,0,0,0,0,0,303595.8122,0
516,Current R&D,42.51376625,-83.80534205,0,0,323657.7111,0,0,143847.8716,0,0,0,0,0,0,0,467505.5827,0
517,Current R&D,42.56151386,-114.455637,0,0,528641.145,0,0,234951.62,0,0,0,0,0,0,0,763592.7651,0
518,Current R&D,42.56866944,-71.84813883,0,0,401313.971,0,0,178361.7649,0,0,0,0,0,0,0,579675.7359,0
519,Current R&D,42.56876293,-87.86728452,0,0,910360.9595,0,0,404604.8709,0,0,0,0,0,0,0,1314965.83,0
520,Current R&D,42.69977411,-89.00515731,0,0,159585.3934,0,0,70926.84151,0,0,0,0,0,0,0,230512.2349,0
521,Current R&D,42.72140989,-84.53807731,0,0,2804359.894,0,0,1246382.175,0,0,0,0,0,0,0,4050742.07,0
522,Current R&D,42.73654199,-87.83832291,0,0,1125327.625,0,0,500145.6111,0,0,0,0,0,0,0,1625473.236,0
523,Current R&D,42.74594498,-73.79843198,0,0,15639719.36,0,0,6950986.382,0,0,0,0,0,0,0,22590705.74,0
524,Current R&D,42.80097778,-86.10165704,0,0,201961.7547,0,0,89760.77988,0,0,0,0,0,0,0,291722.5346,0
525,Current R&D,42.81961984,-71.44685074,0,0,3106557.515,0,0,1380692.229,0,0,0,0,0,0,0,4487249.744,0
526,Current R&D,42.84700714,-106.3573668,0,2555796.269,305156.4987,0,0,135625.1106,0,9823157.484,0,0,0,0,0,12819735.36,0
527,Current R&D,42.88395029,-112.4469031,0,0,359065.9888,0,0,159584.8839,0,0,0,0,0,0,0,518650.8727,0
528,Current R&D,42.92672024,-78.82419582,0,35840674.2,16805568.85,222222222.2,0,7469141.71,0,0,0,0,0,0,81226080.79,282337607,81226080.79
529,Current R&D,42.92688776,-76.56177813,0,0,110399.4585,0,0,49066.42602,0,0,0,0,0,0,0,159465.8846,0
530,Current R&D,42.94252649,-85.67063474,0,0,13036199.72,0,0,5793866.541,0,0,0,0,0,0,0,18830066.26,0
531,Current R&D,42.95758835,-82.48416394,0,0,100529.4956,0,0,44679.77581,0,0,0,0,0,0,0,145209.2714,0
532,Current R&D,42.98864322,-83.69545522,0,0,831346.5207,0,0,369487.3425,0,0,0,0,0,0,0,1200833.863,0
533,Current R&D,42.99028513,-71.48034852,0,0,1735740.048,0,0,771440.0214,0,0,0,0,0,0,0,2507180.07,0
534,Current R&D,43.04146963,-70.81490229,0,0,288972.6053,0,0,128432.269,0,0,0,0,0,81246724.34,0,417404.8743,81246724.34
535,Current R&D,43.04702837,-109.2687347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,Current R&D,43.05766776,-88.10270425,0,0,41409011.26,0,0,18404005.01,0,0,0,0,0,0,0,59813016.27,0
537,Current R&D,43.05964046,-73.79590806,0,0,310509.1513,0,0,138004.0672,0,0,0,0,0,0,0,448513.2186,0
538,Current R&D,43.08090885,-89.38523954,0,0,10569235.02,0,0,4697437.785,0,0,0,0,0,0,0,15266672.8,0
539,Current R&D,43.09011539,-76.16344941,0,0,10954578.63,0,0,4868701.615,0,0,0,0,0,0,0,15823280.25,0
540,Current R&D,43.09517529,-75.27574042,0,0,225300.3931,0,0,100133.5081,0,0,0,0,0,0,0,325433.9012,0
541,Current R&D,43.13781221,-77.56981251,0,17920337.1,21474470.37,222222222.2,0,9544209.052,0,0,0,0,0,125955365.3,0,271161238.7,125955365.3
542,Current R&D,43.16238925,-78.67714151,0,0,49256.39214,0,0,21891.72984,0,0,0,0,0,0,0,71148.12198,0
543,Current R&D,43.16522462,-86.21272505,0,0,516119.2343,0,0,229386.3263,0,0,0,0,0,0,0,745505.5606,0
544,Current R&D,43.19839857,-118.7888436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,Current R&D,43.20371559,-123.3657486,0,0,832169.3538,0,0,369853.0461,0,0,0,0,0,0,0,1202022.4,0
546,Current R&D,43.2227512,-71.55353355,0,10152296.6,112114.029,0,0,49828.45735,0,0,0,0,0,0,0,10314239.09,0
547,Current R&D,43.23100244,-70.90442492,0,0,194174.404,0,0,86299.73511,0,0,0,0,0,0,0,280474.1391,0
548,Current R&D,43.23246861,-75.44341669,0,0,93866.53315,0,0,41718.45918,0,0,0,0,0,0,0,135584.9923,0
549,Current R&D,43.32028563,-73.65631887,0,0,317018.1612,0,0,140896.9605,0,0,0,0,0,0,0,457915.1218,0
550,Current R&D,43.38810816,-88.2341418,0,0,132969.6607,0,0,59097.62699,0,0,0,0,0,0,0,192067.2877,0
551,Current R&D,43.40952076,-76.46757325,0,0,97474.9917,0,0,43322.21854,0,0,0,0,0,167804723,0,140797.2102,167804723
552,Current R&D,43.43235593,-83.97910032,0,0,131375.864,0,0,58389.2729,0,0,0,0,0,0,0,189765.1369,0
553,Current R&D,43.49458106,-112.0004346,0,0,374415.216,0,0,166406.7627,0,0,0,0,0,0,0,540821.9787,0
554,Current R&D,43.53415244,-96.73483983,0,0,424141.4047,0,0,188507.291,0,0,0,0,0,0,0,612648.6957,0
555,Current R&D,43.59263374,-84.76195506,0,0,2296.79461,0,0,1020.797605,0,0,0,0,0,0,0,3317.592215,0
556,Current R&D,43.60764359,-83.88864532,0,0,77506.57501,0,0,34447.36667,0,0,0,0,0,0,0,111953.9417,0
557,Current R&D,43.61547205,-116.6085124,0,0,1543004.327,0,0,685779.7007,0,0,0,0,0,0,0,2228784.027,0
558,Current R&D,43.61605362,-84.22073685,0,60496145.22,79692.16574,0,0,35418.74033,0,0,0,0,0,0,1940113.395,60611256.12,1940113.395
559,Current R&D,43.61778027,-116.2903364,0,0,3463064.563,0,0,1539139.806,0,0,0,0,0,0,0,5002204.369,0
560,Current R&D,43.66326246,-70.32546065,0,0,875731.035,0,0,389213.7933,0,0,0,0,0,0,0,1264944.828,0
561,Current R&D,43.75134538,-87.75658592,0,0,146098.7915,0,0,64932.79624,0,0,0,0,0,0,0,211031.5878,0
562,Current R&D,43.78191369,-88.44066046,0,0,135905.4945,0,0,60402.44201,0,0,0,0,0,0,0,196307.9365,0
563,Current R&D,43.848521,-104.213903,0,0,0,0,0,0,0,7126604.449,0,0,0,0,0,7126604.449,0
564,Current R&D,43.86145311,-91.22609015,0,0,291274.6273,0,0,129455.3899,0,0,0,0,0,0,0,420730.0172,0
565,Current R&D,44.00941414,-75.81891044,0,0,170520.3923,0,0,75786.84102,0,0,0,0,0,0,0,246307.2333,0
566,Current R&D,44.02186586,-92.47643185,0,0,138607.7961,0,0,61603.46492,0,0,0,0,0,0,0,200211.261,0
567,Current R&D,44.02737286,-88.56407201,0,0,180197.0639,0,0,80087.58394,0,0,0,0,0,0,0,260284.6478,0
568,Current R&D,44.048202,-91.66599743,0,0,59937.5691,0,0,26638.9196,0,0,0,0,0,0,0,86576.48871,0
569,Current R&D,44.04908515,-121.3120018,0,0,1282586.101,0,0,570038.2671,0,0,0,0,0,0,0,1852624.368,0
570,Current R&D,44.06495591,-123.0758902,0,0,4706093.611,0,0,2091597.161,0,0,0,0,0,0,0,6797690.772,0
571,Current R&D,44.08180348,-70.18166745,0,0,59607.22609,0,0,26492.10048,0,0,0,0,0,0,0,86099.32657,0
572,Current R&D,44.08320259,-103.2449728,0,210774401.3,644664.531,0,0,286517.5693,0,0,0,0,0,0,0,211705583.4,0
573,Current R&D,44.11702473,-87.64994648,0,0,41058.09476,0,0,18248.04212,0,0,0,0,0,0,0,59306.13687,0
574,Current R&D,44.16579613,-93.99046468,0,58870199.6,67479.00278,0,0,29990.6679,0,0,0,0,0,0,7243090.007,58967669.27,7243090.007
575,Current R&D,44.24719796,-88.41125098,0,0,853265.8827,0,0,379229.2812,0,0,0,0,0,0,0,1232495.164,0
576,Current R&D,44.27388676,-105.487443,0,2555796.269,221386.5739,0,0,98394.03285,0,0,0,0,0,0,620836.2863,2875576.876,620836.2863
577,Current R&D,44.32428645,-106.6966774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,Current R&D,44.41514358,-95.73902739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,Current R&D,44.42352016,-115.2284722,0,34039476.61,0,0,0,0,0,0,0,0,0,0,0,34039476.61,0
580,Current R&D,44.48125227,-73.16160888,0,26045610.37,668293.6382,0,0,297019.3947,0,0,0,0,0,0,0,27010923.4,0
581,Current R&D,44.48618405,-99.81714318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,Current R&D,44.50521797,-88.0415367,0,0,341412.5467,0,0,151738.9097,0,0,0,0,0,0,0,493151.4564,0
583,Current R&D,44.51001744,-89.55206797,0,240470274.9,67747.44419,0,0,30109.9752,0,0,0,0,0,0,5432317.505,240568132.3,5432317.505
584,Current R&D,44.57503713,-123.2867962,0,0,182741.7961,0,0,81218.57602,0,0,0,0,0,0,0,263960.3721,0
585,Current R&D,44.63237704,-123.0906807,0,0,168645.8141,0,0,74953.69516,0,0,0,0,0,0,0,243599.5093,0
586,Current R&D,44.72889396,-85.6231178,0,0,90820.83108,0,0,40364.81382,0,0,0,0,0,0,0,131185.6449,0
587,Current R&D,44.83654443,-68.74687475,0,49447709.03,145328.6626,0,0,64590.51673,0,0,0,0,0,0,0,49657628.21,0
588,Current R&D,44.85826795,-91.4445609,0,0,233430.8618,0,0,103747.0497,0,0,0,0,0,0,0,337177.9115,0
589,Current R&D,44.867835,-120.8335784,0,47987784.95,0,0,0,0,0,0,0,0,0,0,0,47987784.95,0
590,Current R&D,44.90548033,-89.62654488,0,0,132461.5356,0,0,58871.79362,0,0,0,0,0,0,0,191333.3293,0
591,Current R&D,44.93482872,-123.0100961,0,0,7240256.661,0,0,3217891.849,0,0,0,0,0,0,0,10458148.51,0
592,Current R&D,44.97811307,-93.28104717,0,176610598.8,58153375.55,666666666.7,0,25845944.69,0,170537718.4,0,0,0,211855870.4,451399716.5,1097814304,663255586.9
593,Current R&D,45.15282681,-122.8524907,0,0,708460.7996,0,0,314871.4665,0,0,0,0,0,0,0,1023332.266,0
594,Current R&D,45.21445877,-123.1734816,0,0,189655.3713,0,0,84291.27614,0,0,0,0,0,0,0,273946.6475,0
595,Current R&D,45.51955858,-122.6508928,0,0,47191269.53,0,0,20973897.57,0,0,0,0,0,0,0,68165167.09,0
596,Current R&D,45.57184505,-94.19397895,0,58870199.6,285969.4836,0,0,127097.5483,0,0,0,0,0,120955173.7,0,59283266.64,120955173.7
597,Current R&D,45.59,-95.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,Current R&D,45.68387272,-111.0562299,0,0,332211.1116,0,0,147649.383,0,0,0,0,0,0,0,479860.4946,0
599,Current R&D,45.79131521,-108.5310087,0,34187922.6,2433987.887,0,0,1081772.394,0,72190576.96,0,0,0,0,421392629.3,109894259.8,421392629.3
600,Current R&D,45.98480748,-112.5170056,0,17093961.3,1549.441369,0,0,688.6406085,0,0,0,0,0,0,745003.5436,17096199.38,745003.5436
601,Current R&D,46.03920216,-118.3523501,0,0,91273.49456,0,0,40565.99758,0,0,0,0,0,0,0,131839.4921,0
602,Current R&D,46.14246189,-122.9456241,15243902.44,13920907.61,1088398.759,0,0,483732.7816,0,0,0,0,0,0,33379463,30736941.59,33379463
603,Current R&D,46.23810529,-119.1938525,0,0,2703458.461,0,0,1201537.094,0,0,0,0,0,0,0,3904995.554,0
604,Current R&D,46.26693022,-93.64810441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,Current R&D,46.38866178,-117.0249628,0,0,176531.3677,0,0,78458.38565,0,0,0,0,0,0,0,254989.7533,0
606,Current R&D,46.39538751,-88.15397955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,Current R&D,46.4410602,-108.0352311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,Current R&D,46.61199422,-120.5429208,0,0,1916292.277,0,0,851685.4564,0,0,0,0,0,0,0,2767977.733,0
609,Current R&D,46.61488233,-111.9917002,0,0,481517.0972,0,0,214007.5988,0,0,0,0,0,0,0,695524.696,0
610,Current R&D,46.73052282,-122.9827901,0,0,109903.8558,0,0,48846.15813,0,0,0,0,0,0,0,158750.0139,0
611,Current R&D,46.76382327,-92.12923183,0,117740399.2,292536.244,666666666.7,0,130016.1085,0,19261093.11,0,0,0,0,0,804090711.3,0
612,Current R&D,46.81827663,-100.8019751,0,99944370.02,420286.456,0,0,186793.9805,0,28737550.91,0,0,0,0,0,129289001.4,0
613,Current R&D,46.855395,-102.911365,0,0,0,0,0,0,0,7704437.242,0,0,0,0,0,7704437.242,0
614,Current R&D,46.86047475,-96.82122129,0,0,482526.6486,0,0,214456.2883,0,0,0,0,0,0,0,696982.9369,0
615,Current R&D,46.8744127,-114.0340434,0,0,1324406.741,0,0,588625.2184,0,0,0,0,0,0,0,1913031.96,0
616,Current R&D,47.03554254,-122.8629226,0,0,6820773.461,0,0,3031454.871,0,0,0,0,0,0,0,9852228.332,0
617,Current R&D,47.14936238,-119.3060721,0,6960453.804,153706.0082,0,0,68313.78142,0,0,0,0,0,0,9829907.867,7182473.594,9829907.867
618,Current R&D,47.16190572,-105.0265359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,Current R&D,47.25391176,-110.2503525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,Current R&D,47.36,-101.84,54878048.78,49972185.01,0,0,0,0,0,0,0,0,0,0,72783841.43,104850233.8,72783841.43
621,Current R&D,47.4232551,-120.290453,0,0,200433.8016,0,0,89081.68958,0,0,0,0,0,0,0,289515.4911,0
622,Current R&D,47.47013122,-122.2716244,0,6960453.804,161475396.2,0,0,71766842.76,0,16179318.21,0,0,0,0,0,256382011,0
623,Current R&D,47.50123942,-111.28451,0,34187922.6,435562.8817,0,0,193583.503,0,13482765.17,0,0,0,0,12934089.3,48299834.15,12934089.3
624,Current R&D,47.6148577,-122.6265157,0,0,5273654.027,0,0,2343846.234,0,0,0,0,0,0,0,7617500.261,0
625,Current R&D,47.67990165,-117.3530744,0,0,3474670.5,0,0,1544298,0,0,0,0,0,0,0,5018968.499,0
626,Current R&D,47.70361695,-99.05369418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,Current R&D,47.7235478,-116.850453,0,0,653494.907,0,0,290442.1809,0,0,0,0,0,0,0,943937.0879,0
628,Current R&D,47.83883357,-106.8249476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,Current R&D,47.90819942,-118.4846218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,Current R&D,47.9086747,-97.05587822,0,49972185.01,192828.2421,0,0,85701.44093,0,0,0,0,0,0,0,50250714.69,0
631,Current R&D,48.01997511,-95.49291705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,Current R&D,48.05266337,-122.1469206,0,0,3271709.982,0,0,1454093.325,0,0,0,0,0,0,0,4725803.307,0
633,Current R&D,48.21216145,-114.3069763,0,0,296618.3272,0,0,131830.3677,0,0,0,0,0,0,0,428448.6949,0
634,Current R&D,48.31322875,-122.6487423,0,13920907.61,1241819.691,0,0,551919.8626,0,57398057.45,0,0,0,0,18107725.02,73112704.62,18107725.02
635,Current R&D,48.44982997,-122.2953375,0,6960453.804,530458.4519,0,0,235759.3119,0,48152732.76,0,0,0,0,0,55879404.33,0
636,Current R&D,48.7740194,-122.4768091,0,13920907.61,1165518.453,0,0,518008.2012,0,132323709.6,0,0,0,0,461746988,147928143.9,461746988
637,Improved Electrolysis,25.9656549,-97.47349439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,Improved Electrolysis,26.16726259,-97.70732103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,Improved Electrolysis,26.17698481,-80.23198009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,Improved Electrolysis,26.21127837,-81.7453499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,Improved Electrolysis,26.24034618,-98.17500675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,Improved Electrolysis,26.37507016,-98.85081967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,Improved Electrolysis,26.59995104,-81.84186623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,Improved Electrolysis,27.00692437,-82.12386758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,Improved Electrolysis,27.2650432,-80.3026657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,Improved Electrolysis,27.30239188,-82.47260729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,Improved Electrolysis,27.51972229,-81.47494742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,Improved Electrolysis,27.53591299,-99.47836772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,Improved Electrolysis,27.66292592,-80.4204576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,Improved Electrolysis,27.74616032,-97.41376367,0,61399680.15,0,0,0,0,0,334179965.4,0,0,0,0,349047956.5,395579645.5,349047956.5
651,Improved Electrolysis,28.00711679,-82.51081464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,Improved Electrolysis,28.02209498,-81.95712167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,Improved Electrolysis,28.04315553,-81.70354377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,Improved Electrolysis,28.18882919,-80.67420689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,Improved Electrolysis,28.28694287,-82.19945298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,Improved Electrolysis,28.30082136,-81.38341164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,Improved Electrolysis,28.33190385,-81.65426904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,Improved Electrolysis,28.4659,-98.1782,0,61399680.15,0,0,0,0,0,35055189.45,0,0,407135759.8,0,8622726.199,96454869.6,415758486
659,Improved Electrolysis,28.49178417,-82.52346507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,Improved Electrolysis,28.58381643,-81.41199908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,Improved Electrolysis,28.60251249,-80.83514981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,Improved Electrolysis,28.69816397,-100.4725695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,Improved Electrolysis,28.81646999,-81.77484945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,Improved Electrolysis,28.82642001,-96.98442075,0,30699840.07,0,0,0,0,0,0,0,0,0,0,26816678.48,30699840.07,26816678.48
665,Improved Electrolysis,28.88579076,-82.43146853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,Improved Electrolysis,28.96078381,-81.26803175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,Improved Electrolysis,28.96297164,-81.99426922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,Improved Electrolysis,29.0460706,-95.4072996,0,92099520.22,0,0,0,0,0,100157684.1,0,0,0,343947446.4,264286558,192257204.4,608234004.4
669,Improved Electrolysis,29.15412475,-82.13317646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,Improved Electrolysis,29.25911338,-81.07375557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,Improved Electrolysis,29.28703539,-94.82187954,0,30699840.07,0,0,0,0,0,88986250.15,0,0,0,0,0,119686090.2,0
672,Improved Electrolysis,29.36919555,-100.8816933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,Improved Electrolysis,29.38846103,-95.02886775,0,61399680.15,0,0,0,0,0,219769072.3,0,0,0,0,770526813.1,281168752.5,770526813.1
674,Improved Electrolysis,29.51527848,-98.4761833,0,30699840.07,0,0,0,0,0,8089659.104,0,0,0,0,0,38789499.18,0
675,Improved Electrolysis,29.65933485,-82.37221225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,Improved Electrolysis,29.66781421,-90.73146582,0,13565622.48,0,0,0,0,0,0,0,0,0,0,59151901.72,13565622.48,59151901.72
677,Improved Electrolysis,29.69084043,-91.19311506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,Improved Electrolysis,29.783503,-95.39388824,0,92099520.22,0,0,0,0,0,639660902,0,0,20283978.98,0,334648003.8,731760422.3,354931982.8
679,Improved Electrolysis,29.868869,-97.92118273,0,30699840.07,0,0,0,0,0,5778327.932,0,0,114294147.3,0,0,36478168.01,114294147.3
680,Improved Electrolysis,29.95855527,-90.14535644,132113821.1,40696867.44,0,0,0,0,0,647557950.2,0,0,0,153927308.4,806970233.9,820368638.8,960897542.3
681,Improved Electrolysis,29.98479371,-93.91777803,47764227.64,92099520.22,0,0,0,0,0,498862311.4,0,0,0,0,530734939.8,638726059.3,530734939.8
682,Improved Electrolysis,30,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,Improved Electrolysis,30.07,-83.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,Improved Electrolysis,30.11831127,-94.12682864,0,61399680.15,0,0,0,0,0,145382730.8,0,0,0,0,42941176.47,206782410.9,42941176.47
685,Improved Electrolysis,30.16666755,-92.01089738,0,13565622.48,0,0,0,0,0,31973414.56,0,0,0,0,0,45539037.04,0
686,Improved Electrolysis,30.19391197,-85.67705897,0,32574007.42,0,45977011.49,0,0,0,0,0,0,0,0,0,78551018.92,0
687,Improved Electrolysis,30.22289052,-93.25148889,0,27131244.96,0,0,0,0,0,315111483.2,0,0,0,0,331586936,342242728.2,331586936
688,Improved Electrolysis,30.23058171,-95.47993941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,Improved Electrolysis,30.241479,-81.64975268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,Improved Electrolysis,30.2951968,-89.79109351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,Improved Electrolysis,30.35966843,-97.76188926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,Improved Electrolysis,30.402697,-89.02282056,0,20847485.99,0,45977011.49,0,0,0,0,0,0,0,0,0,66824497.49,0
693,Improved Electrolysis,30.42364052,-91.03723493,615853658.5,40696867.44,0,0,0,0,0,333486566,0,0,0,124134978.2,793544294.8,990037092,917679273
694,Improved Electrolysis,30.43478701,-90.10555427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,Improved Electrolysis,30.47291465,-84.2690715,0,32574007.42,0,0,0,0,0,0,0,0,0,0,0,32574007.42,0
696,Improved Electrolysis,30.48875488,-87.25291617,0,97722022.27,0,45977011.49,0,0,0,1926109.311,0,0,0,0,0,145625143.1,0
697,Improved Electrolysis,30.62620521,-96.3321831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,Improved Electrolysis,30.66690735,-88.16451548,0,30088250.37,0,45977011.49,0,0,0,179320776.8,0,0,0,0,0,255386038.7,0
699,Improved Electrolysis,30.70952684,-95.54512295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,Improved Electrolysis,30.80088181,-102.5208253,0,0,0,0,0,0,0,0,0,0,70316916.44,0,0,0,70316916.44
701,Improved Electrolysis,30.8496,-83.2782,0,15688740.02,0,0,0,0,0,0,0,0,0,0,0,15688740.02,0
702,Improved Electrolysis,31.09484174,-97.41530273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,Improved Electrolysis,31.09564625,-97.7512764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,Improved Electrolysis,31.292676,-85.111597,0,10029416.79,0,45977011.49,0,0,0,0,0,0,0,0,0,56006428.29,0
705,Improved Electrolysis,31.33552227,-94.73883074,0,30699840.07,0,0,0,0,0,0,0,0,15120538.8,0,12071816.68,30699840.07,27192355.48
706,Improved Electrolysis,31.33775465,-92.45338697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,Improved Electrolysis,31.40587056,-110.959714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,Improved Electrolysis,31.43991656,-100.4571056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,Improved Electrolysis,31.53544511,-110.2858186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,Improved Electrolysis,31.54222589,-97.1662379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,Improved Electrolysis,31.61247785,-94.65340669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,Improved Electrolysis,31.78066369,-106.3894049,0,30699840.07,0,0,0,0,0,51619729.52,0,0,4311790.205,0,0,82319569.6,4311790.205
713,Improved Electrolysis,31.814884,-89.009189,0,20847485.99,0,45977011.49,0,0,0,4815273.276,0,0,0,0,0,71639770.77,0
714,Improved Electrolysis,31.86521963,-102.4015017,0,30699840.07,0,0,0,0,0,0,0,0,42319582.56,0,0,30699840.07,42319582.56
715,Improved Electrolysis,31.8947386,-110.993762,0,0,0,0,0,0,0,0,0,0,4159767.83,0,0,0,4159767.83
716,Improved Electrolysis,31.960773,-90.981733,0,0,0,0,0,0,0,0,0,0,0,158419577.6,0,0,158419577.6
717,Improved Electrolysis,31.99670924,-102.108043,0,30699840.07,0,0,0,0,0,28506417.8,0,0,0,0,0,59206257.87,0
718,Improved Electrolysis,32.04405209,-81.15342746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,Improved Electrolysis,32.21496541,-80.79638334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,Improved Electrolysis,32.25456136,-110.9462179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,Improved Electrolysis,32.31031406,-95.3011666,0,30699840.07,0,0,0,0,0,28891639.66,0,0,0,0,0,59591479.73,0
722,Improved Electrolysis,32.3299423,-90.15626979,82317073.17,83389943.98,0,45977011.49,0,0,0,10516556.84,0,0,18250685.85,0,0,222200585.5,18250685.85
723,Improved Electrolysis,32.33217541,-106.7621244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,Improved Electrolysis,32.36788515,-97.37612835,0,0,0,0,0,0,0,0,0,0,693165708.3,327679564.8,0,0,1020845273
