gid,scenario,latitude,longitude,demand_ammonia_kg,demand_biofuel_kg,demand_ldv_kg,demand_metals_kg,demand_methanol_kg,demand_mhdv_kg,demand_ng_kg,demand_refining_kg,demand_storage_kg,demand_synfuel_kg,supply_lte_kg,supply_nuclearhte_kg,supply_smr_kg
1457,Low Cost Electrolysis,35.38675904,-77.9832049,0,0,75943496.72,0,0,33752665.21,0,0,0,0,1.13651E+11,0,0
1458,Low Cost Electrolysis,35.39561967,-109.4888389,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,Low Cost Electrolysis,35.46127672,-79.17232538,0,0,8810571.636,0,0,3915809.616,0,0,0,0,0,0,0
1460,Low Cost Electrolysis,35.48712408,-80.58188837,0,0,3637553566,0,0,1616690474,0,0,0,0,0,0,0
1461,Low Cost Electrolysis,35.488468,-108.427359,0,0,0,0,0,0,0,10015768415,0,0,0,0,0
1462,Low Cost Electrolysis,35.49874033,-82.56431524,0,0,2741985019,0,0,1218660009,0,0,0,0,0,0,0
1463,Low Cost Electrolysis,35.50413881,-97.52523817,0,0,16428010734,0,0,7301338104,0,0,0,0,0,0,0
1464,Low Cost Electrolysis,35.52774675,-120.6718214,0,0,2279753581,0,0,1013223814,0,0,0,0,0,0,0
1465,Low Cost Electrolysis,35.58176189,-77.3730195,0,0,551451413.8,0,0,245089517.3,0,0,0,0,0,0,0
1466,Low Cost Electrolysis,35.62432591,-117.6831914,0,0,1286080681,0,0,571591413.9,0,0,0,0,0,0,0
1467,Low Cost Electrolysis,35.64326422,-106.0077711,0,0,683763089.6,0,0,303894706.5,0,0,0,0,0,0,0
1468,Low Cost Electrolysis,35.73773272,-77.93204343,0,0,50636933.92,0,0,22505303.96,0,0,0,0,0,0,0
1469,Low Cost Electrolysis,35.7514463,-95.35106067,47727109133,45178159360,16326222.41,0,0,7256098.851,0,0,0,0,0,0,0
1470,Low Cost Electrolysis,35.75830911,-81.41835935,0,0,3602961780,0,0,1601316347,0,0,0,0,26409545176,0,0
1471,Low Cost Electrolysis,35.76971047,-78.66919695,0,95631780256,33911640145,0,0,15071840065,0,0,0,0,0,0,0
1472,Low Cost Electrolysis,35.77369668,-119.2657338,0,0,1526892139,0,0,678618728.3,0,0,0,0,0,0,0
1473,Low Cost Electrolysis,35.82930816,-90.68901485,0,0,23628956.5,0,0,10501758.44,0,0,0,0,0,0,0
1474,Low Cost Electrolysis,35.84951815,-86.40510169,0,12564112600,93282758.69,45977011494,0,41459003.86,0,0,0,0,2455341.42,0,0
1475,Low Cost Electrolysis,35.91675896,-84.0250407,0,12564112600,10447738395,45977011494,0,4643439287,0,0,0,0,0,0,0
1476,Low Cost Electrolysis,35.941007,-80.01001736,0,0,193898394.4,0,0,86177064.17,0,0,0,0,0,0,0
1477,Low Cost Electrolysis,35.95563,-101.880991,0,0,0,0,0,0,0,77044372422,0,0,0,0,0
1478,Low Cost Electrolysis,35.95933928,-77.83176195,0,0,223963255.7,0,0,99539224.75,0,0,0,0,0,0,0
1479,Low Cost Electrolysis,35.9796355,-78.94746602,0,0,6177689212,0,0,2745639650,0,0,0,0,0,0,0
1480,Low Cost Electrolysis,36.07058889,-80.2664688,0,0,2580853843,0,0,1147046153,0,0,0,0,0,0,0
1481,Low Cost Electrolysis,36.07429894,-119.0317245,0,0,1877325535,0,0,834366904.5,0,0,0,0,0,0,0
1482,Low Cost Electrolysis,36.07853147,-79.40934103,0,0,147563447.1,0,0,65583754.25,0,0,0,0,0,0,0
1483,Low Cost Electrolysis,36.09421479,-79.84421419,0,0,5483876493,0,0,2437278441,0,0,0,0,0,0,0
1484,Low Cost Electrolysis,36.10600441,-95.90410457,2.17423E+11,90356318721,15151809025,0,0,6734137345,0,64139440042,0,0,2.13835E+11,0,0
1485,Low Cost Electrolysis,36.12176242,-97.0719873,0,90356318721,30105251.37,0,0,13380111.72,0,84402109989,0,0,0,0,0
1486,Low Cost Electrolysis,36.13247683,-115.165503,0,5206819629,1.60188E+11,0,0,71194782072,0,0,0,0,0,0,0
1487,Low Cost Electrolysis,36.14146863,-86.6924717,0,25128225199,6073077730,45977011494,0,2699145658,0,0,0,0,0,0,0
1488,Low Cost Electrolysis,36.14647828,-120.3545069,0,0,1528404.834,0,0,679291.0375,0,0,0,0,0,0,0
1489,Low Cost Electrolysis,36.26760274,-94.17966558,0,0,972620758.9,0,0,432275892.8,0,0,0,0,0,0,0
1490,Low Cost Electrolysis,36.29383428,-119.300912,0,0,12462224028,0,0,5538766235,0,0,0,0,0,0,0
1491,Low Cost Electrolysis,36.32190786,-119.6942284,0,0,1764046395,0,0,784020619.9,0,0,0,0,0,0,0
1492,Low Cost Electrolysis,36.33887935,-82.34881371,0,0,212688320.3,0,0,94528142.36,0,0,0,0,0,0,0
1493,Low Cost Electrolysis,36.4018893,-97.89238882,2.22727E+11,45178159360,60709844.75,0,0,26982153.22,0,0,0,0,0,0,0
1494,Low Cost Electrolysis,36.44,-99.47,84848194014,0,0,0,0,0,0,0,0,0,0,0,0
1495,Low Cost Electrolysis,36.51951416,-82.54635566,11931777283,25128225199,238494151.4,0,0,105997400.6,0,0,0,0,0,0,0
1496,Low Cost Electrolysis,36.56643583,-119.6082291,0,0,1475428270,0,0,655745897.6,0,0,0,0,0,0,0
1497,Low Cost Electrolysis,36.57500962,-119.4254397,0,0,966963822,0,0,429761698.6,0,0,0,0,0,0,0
1498,Low Cost Electrolysis,36.575269,-87.35247955,0,25128225199,215193883.3,45977011494,0,95641725.91,0,0,0,0,538374099.5,0,0
1499,Low Cost Electrolysis,36.60323448,-82.15150296,0,0,25702465.07,0,0,11423317.81,0,0,0,0,0,0,0
1500,Low Cost Electrolysis,36.6092328,-79.41193778,0,0,170320362.8,0,0,75697939.02,0,0,0,0,0,0,0
1501,Low Cost Electrolysis,36.6129838,-121.8620216,0,0,6596246573,0,0,2931665143,0,0,0,0,0,0,0
1502,Low Cost Electrolysis,36.69561831,-79.89786732,0,0,61981301.42,0,0,27547245.07,0,0,0,0,0,0,0
1503,Low Cost Electrolysis,36.70498007,-121.6632649,0,0,9520695685,0,0,4231420304,0,0,0,0,0,0,0
1504,Low Cost Electrolysis,36.74633716,-95.95456103,80870934920,1.35534E+11,16687363.56,0,0,7416606.028,0,48152732764,0,0,0,0,0
1505,Low Cost Electrolysis,36.74728807,-108.1589588,0,5639438597,636840457.6,0,0,283040203.4,0,0,0,0,0,0,0
1506,Low Cost Electrolysis,36.74859963,-101.498854,0,0,0,0,0,0,0,0,0,0,4.61685E+11,0,0
1507,Low Cost Electrolysis,36.78812898,-119.7631528,0,0,57803006735,0,0,25690225216,0,0,0,0,0,0,0
1508,Low Cost Electrolysis,36.8426435,-121.3931806,0,0,1860875727,0,0,827055878.6,0,0,0,0,0,0,0
1509,Low Cost Electrolysis,36.9052118,-76.30620706,0,0,99237936740,0,0,44105749662,0,0,0,0,0,0,0
1510,Low Cost Electrolysis,36.93835208,-121.7725478,0,0,3186529825,0,0,1416235478,0,0,0,0,0,0,0
1511,Low Cost Electrolysis,36.97145507,-120.0633552,0,0,5136161260,0,0,2282738338,0,0,0,0,0,0,0
1512,Low Cost Electrolysis,37.01389217,-122.0036696,0,0,23333560893,0,0,10370471508,0,0,0,0,0,0,0
1513,Low Cost Electrolysis,37.04738392,-84.08904421,0,52720914115,131242193,0,0,58329863.57,0,2426897731,0,0,0,0,0
1514,Low Cost Electrolysis,37.05365031,-88.6243339,0,0,26301645.61,0,0,11689620.27,0,0,0,0,0,0,0
1515,Low Cost Electrolysis,37.06287363,-91.30485707,0,0,0,0,0,0,0,0,0,0,1482664966,0,0
1516,Low Cost Electrolysis,37.06332505,-120.8421122,0,0,569956.4717,0,0,253313.9874,0,0,0,0,0,0,0
1517,Low Cost Electrolysis,37.08155247,-121.610706,0,0,7676136136,0,0,3411616060,0,0,0,0,0,0,0
1518,Low Cost Electrolysis,37.1007914,-94.49858559,0,0,34572658.74,0,0,15365626.11,0,0,0,0,0,0,0
1519,Low Cost Electrolysis,37.10534645,-113.5682455,0,0,3753257264,0,0,1668114340,0,0,0,0,0,0,0
1520,Low Cost Electrolysis,37.15260297,-93.28762012,0,0,867754334.1,0,0,385668592.9,0,0,0,0,0,0,0
1521,Low Cost Electrolysis,37.17067711,-80.45370044,0,0,78895046.28,0,0,35064465.01,0,0,0,0,0,0,0
1522,Low Cost Electrolysis,37.25354042,-121.0034213,0,0,601081.5446,0,0,267147.3531,0,0,0,0,0,0,0
1523,Low Cost Electrolysis,37.28992588,-79.97754038,0,0,903281515.6,0,0,401458451.4,0,0,0,0,0,0,0
1524,Low Cost Electrolysis,37.30826497,-81.18582306,0,0,89461324.18,0,0,39760588.53,0,0,0,0,943417.4704,0,0
1525,Low Cost Electrolysis,37.32985403,-121.9437677,0,0,2.08273E+11,0,0,92565656386,0,0,0,0,0,0,0
1526,Low Cost Electrolysis,37.33441569,-89.58139672,0,0,32491252.56,0,0,14440556.69,0,0,0,0,0,0,0
1527,Low Cost Electrolysis,37.3348294,-120.5267784,0,0,4720183410,0,0,2097859293,0,0,0,0,0,0,0
1528,Low Cost Electrolysis,37.38905006,-79.20713523,0,0,1128445916,0,0,501531518.2,0,0,0,0,0,0,0
1529,Low Cost Electrolysis,37.47262902,-120.8164781,0,0,3905324440,0,0,1735699751,0,0,0,0,0,0,0
1530,Low Cost Electrolysis,37.47839148,-77.48617312,1.10038E+11,1.52718E+11,35422777862,0,0,15743456828,0,0,0,0,0,0,0
1531,Low Cost Electrolysis,37.58530136,-82.88313216,0,0,0,0,0,0,0,0,0,0,12139780477,0,0
1532,Low Cost Electrolysis,37.66429906,-75.72664197,0,0,0,0,0,0,0,0,0,0,2772305993,0,0
1533,Low Cost Electrolysis,37.67352926,-120.966957,0,0,15170082968,0,0,6742259097,0,0,0,0,0,0,0
1534,Low Cost Electrolysis,37.67934305,-97.32726405,0,1.9635E+11,8690341307,0,0,3862373914,0,58168501179,0,0,0,0,0
1535,Low Cost Electrolysis,37.6857894,-121.7560627,0,0,3830202483,0,0,1702312215,0,0,0,0,0,0,0
1536,Low Cost Electrolysis,37.70224475,-113.0775745,0,6984999895,151423994.5,0,0,67299553.12,0,0,0,0,0,0,0
1537,Low Cost Electrolysis,37.72875919,-121.4327774,0,0,6533675772,0,0,2903855899,0,0,0,0,0,0,0
1538,Low Cost Electrolysis,37.7351723,-122.2882621,0,6307388825,2.98326E+11,0,0,1.32589E+11,0,0,0,0,0,0,0
1539,Low Cost Electrolysis,37.7468407,-84.30567292,0,0,19907685.61,0,0,8847860.271,0,0,0,0,0,0,0
1540,Low Cost Electrolysis,37.74819669,-89.06629296,0,0,16031143.67,0,0,7124952.743,0,0,0,0,0,0,0
1541,Low Cost Electrolysis,37.76068343,-87.10083001,0,1.05442E+11,27624655.37,0,0,12277624.61,0,0,0,0,98479363765,0,0
1542,Low Cost Electrolysis,37.77880846,-85.91913999,0,0,129765399.7,0,0,57673510.96,0,0,0,0,0,0,0
1543,Low Cost Electrolysis,37.78,-99.93,55681627322,0,0,0,0,0,0,0,0,0,0,0,0
1544,Low Cost Electrolysis,37.7878525,-121.2045269,0,0,4655050849,0,0,2068911489,0,0,0,0,0,0,0
1545,Low Cost Electrolysis,37.82207373,-81.17122068,0,0,250901680.4,0,0,111511858,0,0,0,0,0,0,0
1546,Low Cost Electrolysis,37.84002172,-90.48707798,0,0,21979402.64,0,0,9768623.395,0,0,0,0,50485686769,0,0
1547,Low Cost Electrolysis,37.85037549,-122.0082029,0,0,72431002754,0,0,32191556780,0,0,0,0,0,0,0
1548,Low Cost Electrolysis,37.96232176,-121.2878436,0,0,19382391681,0,0,8614396303,0,0,0,0,0,0,0
1549,Low Cost Electrolysis,37.97855894,-87.53792402,0,1.21476E+11,523802703,0,0,232801201.3,0,11864833353,0,0,0,0,0
1550,Low Cost Electrolysis,37.9910797,-121.7824221,0,0,13928832912,0,0,6190592405,0,0,0,0,0,0,0
1551,Low Cost Electrolysis,38.02308875,-84.49594153,0,0,5968330102,0,0,2652591157,0,0,0,0,0,0,0
1552,Low Cost Electrolysis,38.05807989,-78.48368511,0,0,1218767811,0,0,541674582.8,0,0,0,0,0,0,0
1553,Low Cost Electrolysis,38.06693898,-97.91627821,0,2.94525E+11,37205529.59,0,0,16535790.93,0,37559131556,0,0,0,0,0
1554,Low Cost Electrolysis,38.11025702,-122.2112119,0,12614777650,14539411212,0,0,6461960538,0,3.32138E+11,0,0,0,0,0
1555,Low Cost Electrolysis,38.12005954,-78.99215265,0,0,342508102.4,0,0,152225823.3,0,0,0,0,0,0,0
1556,Low Cost Electrolysis,38.13791933,-121.2760844,0,0,1875086787,0,0,833371905.5,0,0,0,0,0,0,0
1557,Low Cost Electrolysis,38.1828775,-84.86551762,0,0,30700520.96,0,0,13644675.98,0,0,0,0,0,0,0
1558,Low Cost Electrolysis,38.194467,-95.742764,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,Low Cost Electrolysis,38.22902461,-84.55782834,0,0,21988210.96,0,0,9772538.204,0,0,0,0,0,0,0
1560,Low Cost Electrolysis,38.22973177,-85.67411518,0,52720914115,30689240459,0,0,13639662426,0,0,0,0,0,0,0
1561,Low Cost Electrolysis,38.25043117,-122.6457298,0,0,5978218279,0,0,2656985902,0,0,0,0,0,0,0
1562,Low Cost Electrolysis,38.26007356,-122.0339381,0,0,8883584980,0,0,3948259991,0,0,0,0,0,0,0
1563,Low Cost Electrolysis,38.27823321,-104.6402997,0,0,1294933509,0,0,575526003.9,0,0,0,0,84494777694,0,0
1564,Low Cost Electrolysis,38.27984426,-77.50160888,0,0,6895092044,0,0,3064485353,0,0,0,0,0,0,0
1565,Low Cost Electrolysis,38.29543708,-122.2906586,0,0,5359213527,0,0,2381872679,0,0,0,0,0,0,0
1566,Low Cost Electrolysis,38.29807353,-76.46284485,0,0,1740630114,0,0,773613383.8,0,0,0,0,0,1.15553E+11,0
1567,Low Cost Electrolysis,38.2982918,-122.4749362,0,0,3479787413,0,0,1546572183,0,0,0,0,0,0,0
1568,Low Cost Electrolysis,38.36433502,-121.9677198,0,0,5028647405,0,0,2234954402,0,0,0,0,0,0,0
1569,Low Cost Electrolysis,38.37611409,-81.70227293,0,14836518833,380344144.3,0,0,169041841.9,0,0,0,0,36582628884,0,0
1570,Low Cost Electrolysis,38.37892834,-75.13102183,0,0,389378466.1,0,0,173057096.1,0,0,0,0,0,0,0
1571,Low Cost Electrolysis,38.42354172,-78.88691883,0,0,428489925.7,0,0,190439967,0,0,0,0,0,0,0
1572,Low Cost Electrolysis,38.44053626,-75.59289594,0,0,1766510218,0,0,785115652.3,0,0,0,0,0,0,0
1573,Low Cost Electrolysis,38.44093845,-82.48227945,0,28024399856,694043712,0,0,308463872,0,1.12485E+11,0,0,0,0,0
1574,Low Cost Electrolysis,38.44286786,-122.7415819,0,0,44110528988,0,0,19604679550,0,0,0,0,0,0,0
1575,Low Cost Electrolysis,38.55453781,-121.7397747,0,0,5096354032,0,0,2265046236,0,0,0,0,0,0,0
1576,Low Cost Electrolysis,38.57703207,-92.20345233,0,0,50162505.55,0,0,22294446.91,0,0,0,0,47822004481,0,0
1577,Low Cost Electrolysis,38.61174081,-76.98582053,0,0,3954070493,0,0,1757364664,0,0,0,0,0,0,0
1578,Low Cost Electrolysis,38.621486,-115.617898,0,0,0,0,0,0,0,1926109311,0,0,0,0,0
1579,Low Cost Electrolysis,38.63088594,-90.34245531,0,2.35826E+11,82465260677,0,0,36651226968,0,0,0,0,0,0,0
1580,Low Cost Electrolysis,38.63899674,-121.3278234,0,6307388825,1.20651E+11,0,0,53622781643,0,0,0,0,0,0,0
1581,Low Cost Electrolysis,38.67347567,-121.7619463,0,0,1217004257,0,0,540890781,0,0,0,0,0,0,0
1582,Low Cost Electrolysis,38.7409987,-82.92741907,0,0,27301765.74,0,0,12134118.1,0,0,0,0,0,0,0
1583,Low Cost Electrolysis,38.76571494,-101.0293485,0,0,0,0,0,0,0,0,0,0,3.42286E+12,0,0
1584,Low Cost Electrolysis,38.81464221,-97.61206099,0,98175035418,43241567.24,0,0,19218474.33,0,0,0,0,4.59487E+12,0,0
1585,Low Cost Electrolysis,38.87167489,-104.7743588,0,0,19172394433,0,0,8521064193,0,0,0,0,0,0,0
1586,Low Cost Electrolysis,38.89651017,-77.18950287,0,0,3.34106E+11,0,0,1.48492E+11,0,0,0,0,0,0,0
1587,Low Cost Electrolysis,38.89785959,-90.12501488,0,86922282766,26653097.6,0,0,11845821.16,0,1.35983E+11,0,0,0,0,0
1588,Low Cost Electrolysis,38.89938425,-94.3755258,0,0,515400774.5,0,0,229067010.9,0,0,0,0,0,0,0
1589,Low Cost Electrolysis,38.92777623,-121.0833039,0,0,150282871.1,0,0,66792387.14,0,0,0,0,0,0,0
1590,Low Cost Electrolysis,38.95587985,-92.32750625,0,0,375831908,0,0,167036403.6,0,0,0,0,0,0,0
1591,Low Cost Electrolysis,38.95642764,-95.26030433,0,0,36854894.63,0,0,16379953.17,0,0,0,0,0,0,0
1592,Low Cost Electrolysis,39.00560231,-74.88925815,0,0,859318025.7,0,0,381919122.6,0,0,0,0,0,0,0
1593,Low Cost Electrolysis,39.04007402,-94.5961566,0,0,43241390703,0,0,19218395868,0,0,0,0,0,0,0
1594,Low Cost Electrolysis,39.04267002,-95.69179814,0,0,449857581.3,0,0,199936702.8,0,0,0,0,0,0,0
1595,Low Cost Electrolysis,39.05392411,-96.82539862,0,0,65229806.53,0,0,28991025.12,0,0,0,0,0,0,0
1596,Low Cost Electrolysis,39.08931801,-108.5626165,0,0,4673234974,0,0,2076993322,0,0,0,0,0,0,0
1597,Low Cost Electrolysis,39.1008509,-111.9321822,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,Low Cost Electrolysis,39.12334249,-121.606948,0,0,6648052312,0,0,2954689916,0,0,0,0,0,0,0
1599,Low Cost Electrolysis,39.14468238,-75.54434658,0,5339774649,4420218532,0,0,1964541570,0,0,0,0,7604811036,0,0
1600,Low Cost Electrolysis,39.15424599,-119.753896,0,0,2606312801,0,0,1158361245,0,0,0,0,0,0,0
1601,Low Cost Electrolysis,39.15886606,-78.15963841,0,0,1795042213,0,0,797796539.2,0,0,0,0,0,0,0
1602,Low Cost Electrolysis,39.16249558,-86.5480123,0,0,202903453.3,0,0,90179312.58,0,0,0,0,0,0,0
1603,Low Cost Electrolysis,39.18625073,-84.46209094,0,14012199928,51007536291,0,0,22670016129,0,0,0,0,0,0,0
1604,Low Cost Electrolysis,39.19454819,-96.5903308,0,0,35822688.33,0,0,15921194.81,0,0,0,0,0,0,0
1605,Low Cost Electrolysis,39.19996619,-121.042181,0,0,1391532432,0,0,618458858.8,0,0,0,0,0,0,0
1606,Low Cost Electrolysis,39.23262004,-85.92000875,0,40491996006,30729588.42,0,0,13657594.85,0,0,0,0,0,0,0
1607,Low Cost Electrolysis,39.2330649,-76.64679705,0,0,1.89594E+11,0,0,84264144580,0,0,0,0,40929998139,0,0
1608,Low Cost Electrolysis,39.26441854,-81.55259479,0,0,148105632.1,0,0,65824725.36,0,0,0,0,0,0,0
1609,Low Cost Electrolysis,39.28977399,-94.92073483,0,0,9090917.564,0,0,4040407.806,0,0,0,0,0,0,0
1610,Low Cost Electrolysis,39.29647805,-80.31241785,0,0,97237055.51,0,0,43216469.12,0,0,0,0,83771437777,0,0
1611,Low Cost Electrolysis,39.33768789,-120.1739235,0,0,11963443.03,0,0,5317085.791,0,0,0,0,0,0,0
1612,Low Cost Electrolysis,39.3460383,-83.00667586,0,0,48614951.42,0,0,21606645.08,0,0,0,0,0,0,0
1613,Low Cost Electrolysis,39.37057779,-74.59101524,0,0,12242234897,0,0,5440993287,0,0,0,0,0,0,0
1614,Low Cost Electrolysis,39.41565965,-77.40820251,0,0,2704189501,0,0,1201862000,0,0,0,0,0,0,0
1615,Low Cost Electrolysis,39.44127753,-75.22379323,0,5759561735,157089520.6,0,0,69817564.72,0,73269198174,0,0,0,2.55624E+11,0
1616,Low Cost Electrolysis,39.47032686,-80.1502196,0,0,97432513.22,0,0,43303339.21,0,0,0,0,0,0,0
1617,Low Cost Electrolysis,39.47915827,-87.35342652,0,80983992013,164812864.3,0,0,73250161.92,0,94379356217,0,0,0,0,0
1618,Low Cost Electrolysis,39.48251861,-75.02780046,0,0,320387949,0,0,142394644,0,0,0,0,0,0,0
1619,Low Cost Electrolysis,39.48888814,-76.95900627,0,0,1696510530,0,0,754004680.1,0,0,0,0,0,0,0
1620,Low Cost Electrolysis,39.49938304,-121.5423692,0,0,1380713045,0,0,613650242.3,0,0,0,0,0,0,0
1621,Low Cost Electrolysis,39.51115924,-76.30331767,0,35679285342,6929750191,0,0,3079888974,0,0,0,0,0,0,0
1622,Low Cost Electrolysis,39.52540532,-84.3555768,0,14012199928,28061576.05,0,0,12471811.58,0,0,0,0,0,0,0
1623,Low Cost Electrolysis,39.53239408,-119.7972653,0,0,12160189318,0,0,5404528586,0,0,0,0,0,0,0
1624,Low Cost Electrolysis,39.55226592,-77.84225273,0,0,5018261114,0,0,2230338273,0,0,0,0,0,0,0
1625,Low Cost Electrolysis,39.59350915,-116.7788677,0,0,0,0,0,0,0,0,0,0,68165282026,0,0
1626,Low Cost Electrolysis,39.63996319,-79.92776353,0,0,159216063.1,0,0,70762694.73,0,0,0,0,0,0,0
1627,Low Cost Electrolysis,39.64851205,-78.80570393,0,0,504858176.5,0,0,224381411.8,0,0,0,0,0,0,0
1628,Low Cost Electrolysis,39.71006547,-104.9503094,0,67668611415,1.80194E+11,0,0,80086098265,0,42567015763,0,0,0,0,0
1629,Low Cost Electrolysis,39.72560692,-82.59684763,0,0,44244861.28,0,0,19664382.79,0,0,0,0,0,0,0
1630,Low Cost Electrolysis,39.75065115,-121.8444552,0,0,3941104014,0,0,1751601784,0,0,0,0,0,0,0
1631,Low Cost Electrolysis,39.75549259,-84.1688282,0,0,19450494637,0,0,8644664283,0,0,0,0,73628260010,0,0
1632,Low Cost Electrolysis,39.75680177,-94.8306913,0,2.35826E+11,33904988.03,0,0,15068883.57,0,0,0,0,2.18531E+11,0,0
1633,Low Cost Electrolysis,39.77499785,-121.6029511,0,0,443735384.2,0,0,197215726.3,0,0,0,0,0,0,0
1634,Low Cost Electrolysis,39.7854341,-89.64277076,0,43461141383,3403657599,0,0,1512736711,0,0,0,0,1.27076E+11,0,0
1635,Low Cost Electrolysis,39.81072634,-86.14564358,0,0,57803395754,0,0,25690398113,0,0,0,0,45409484772,0,0
1636,Low Cost Electrolysis,39.8173497,-77.03710611,0,0,1095359194,0,0,486826308.6,0,0,0,0,0,0,0
1637,Low Cost Electrolysis,39.83162441,-84.88927064,0,0,20878362.55,0,0,9279272.245,0,0,0,0,0,0,0
1638,Low Cost Electrolysis,39.8450964,-88.935121,0,43461141383,131984912.2,0,0,58659960.98,0,0,0,0,0,2.25E+11,0
1639,Low Cost Electrolysis,39.93045,-79.6836566,0,0,305658019.5,0,0,135848008.7,0,0,0,0,0,0,0
1640,Low Cost Electrolysis,39.93401385,-77.64343014,0,0,860586094.2,0,0,382482708.6,0,0,0,0,6765741486,0,0
1641,Low Cost Electrolysis,39.93610769,-91.37748154,0,43461141383,55236553.92,0,0,24549579.52,0,0,0,0,6962494230,0,0
1642,Low Cost Electrolysis,39.93770523,-83.81225884,0,14012199928,24843868.53,0,0,11041719.35,0,0,0,0,0,0,0
1643,Low Cost Electrolysis,39.95397071,-82.01463461,0,0,53778386.15,0,0,23901504.95,0,0,0,0,0,0,0
1644,Low Cost Electrolysis,39.95708188,-76.71629786,0,0,4287562540,0,0,1905583351,0,0,0,0,0,0,0
1645,Low Cost Electrolysis,39.97364428,-75.29727721,0,42499338997,4.1509E+11,0,0,1.84484E+11,0,3.08948E+11,0,0,0,0,0
1646,Low Cost Electrolysis,39.99217696,-105.1032828,0,0,5470376939,0,0,2431278640,0,0,0,0,0,0,0
1647,Low Cost Electrolysis,40.02129778,-82.96922957,0,0,58900705745,0,0,26178091442,0,0,0,0,0,0,0
1648,Low Cost Electrolysis,40.02813216,-74.56216663,0,0,1620735484,0,0,720326881.6,0,0,0,0,0,0,0
1649,Low Cost Electrolysis,40.03016401,-105.2377919,0,0,5887547651,0,0,2616687845,0,0,0,0,86589292837,0,0
1650,Low Cost Electrolysis,40.03967627,-82.44734408,0,0,40982775.61,0,0,18214566.94,0,0,0,0,0,0,0
1651,Low Cost Electrolysis,40.05406616,-80.72748376,0,14836518833,176340180.2,0,0,78373413.4,0,0,0,0,0,0,0
1652,Low Cost Electrolysis,40.08975887,-85.67970521,0,0,125922532.2,0,0,55965569.86,0,0,0,0,0,0,0
1653,Low Cost Electrolysis,40.09949081,-76.31242048,0,0,8808550625,0,0,3914911389,0,0,0,0,0,0,0
1654,Low Cost Electrolysis,40.09960167,-88.24876806,0,86922282766,3128325309,0,0,1390366804,0,0,0,0,1.27204E+11,0,0
1655,Low Cost Electrolysis,40.11843442,-87.63269034,0,0,214015320.5,0,0,95117920.21,0,0,0,0,0,0,0
1656,Low Cost Electrolysis,40.13913174,-79.88372655,0,0,81179206.58,0,0,36079647.37,0,0,0,0,0,0,0
1657,Low Cost Electrolysis,40.17079394,-105.0999155,0,0,730140584.2,0,0,324506926.3,0,0,0,0,0,0,0
1658,Low Cost Electrolysis,40.19778649,-85.40441217,0,0,60305904.93,0,0,26802624.41,0,0,0,0,0,0,0
1659,Low Cost Electrolysis,40.22725545,-74.71922717,0,2879780868,32715417465,0,0,14540185540,0,0,0,0,4889270183,0,0
1660,Low Cost Electrolysis,40.24666218,-76.8685722,0,0,19890359347,0,0,8840159710,0,0,0,0,0,0,0
1661,Low Cost Electrolysis,40.26782176,-75.6472847,0,0,2476939260,0,0,1100861893,0,0,0,0,0,0,0
1662,Low Cost Electrolysis,40.27589537,-111.7295092,0,0,16325493789,0,0,7255775017,0,0,0,0,0,0,0
1663,Low Cost Electrolysis,40.28642924,-74.57995103,0,0,3191570947,0,0,1418475976,0,0,0,0,0,0,0
1664,Low Cost Electrolysis,40.3008146,-78.89222086,0,0,509081216.6,0,0,226258318.5,0,0,0,0,0,0,0
1665,Low Cost Electrolysis,40.34918156,-76.40483895,0,0,1314843009,0,0,584374670.8,0,0,0,0,0,0,0
1666,Low Cost Electrolysis,40.36311189,-75.9493692,0,0,12540025715,0,0,5573344762,0,0,0,0,0,0,0
1667,Low Cost Electrolysis,40.37673,-80.61897797,0,14012199928,58705541.07,0,0,26091351.59,0,0,0,0,0,0,0
1668,Low Cost Electrolysis,40.397779,-95.658046,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,Low Cost Electrolysis,40.40571082,-104.7333626,0,0,3902349426,0,0,1734377523,0,0,0,0,0,0,0
1670,Low Cost Electrolysis,40.42698936,-86.88536657,0,40491996006,1163098663,0,0,516932739.1,0,0,0,0,0,0,0
1671,Low Cost Electrolysis,40.45740886,-79.95063362,0,21249669498,44633406035,0,0,19837069349,0,0,0,0,0,0,0
1672,Low Cost Electrolysis,40.46601918,-86.14401175,0,0,136210422.9,0,0,60537965.72,0,0,0,0,2.60531E+11,0,0
1673,Low Cost Electrolysis,40.48586982,-78.39236418,0,0,504745877.8,0,0,224331501.2,0,0,0,0,0,0,0
1674,Low Cost Electrolysis,40.49266207,-81.44526386,0,0,49468550.03,0,0,21986022.24,0,0,0,0,0,0,0
1675,Low Cost Electrolysis,40.49343745,-88.97887959,0,0,2190250306,0,0,973444580.7,0,0,0,0,0,0,0
1676,Low Cost Electrolysis,40.49876005,-105.058524,0,0,6758679610,0,0,3003857604,0,0,0,0,0,0,0
1677,Low Cost Electrolysis,40.50380694,-110.3338202,0,0,0,0,0,0,0,0,0,0,45781419729,0,0
1678,Low Cost Electrolysis,40.53926945,-112.2994268,0,0,174151678.5,0,0,77400745.99,0,0,0,0,0,0,0
